Lab Id,Laboratory
2954,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2966,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2972,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2975,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2976,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2979,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2992,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2997,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2998,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2907,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2908,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2916,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2925,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2928,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2933,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
3005,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
3015,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
3017,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2920,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2922,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2924,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2934,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2935,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2957,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2965,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2967,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2969,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2973,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
3016,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2909,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2919,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2929,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2930,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2936,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2946,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2947,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2948,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2949,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2951,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2952,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2953,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2958,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2971,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2977,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2980,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2982,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2984,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2986,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2987,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2989,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2993,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
3001,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
3002,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2910,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2932,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology"
2828,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2832,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2838,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2848,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2851,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2854,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2858,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2739,"[China, BeiJing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2742,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2852,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2859,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2863,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2865,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2873,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2875,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2876,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2845,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2849,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2870,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2829,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2839,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2770,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2777,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2782,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2784,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2786,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2790,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2799,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2800,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2801,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2802,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2805,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2806,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2819,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2746,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2749,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2752,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2763,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2765,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2771,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2772,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2778,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2785,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2791,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2794,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2797,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2807,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2809,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2753,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2761,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2762,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2783,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2788,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2789,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2793,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2795,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2796,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2803,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2741,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2743,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2760,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2744,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2750,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2754,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2756,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2757,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2768,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2846,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2850,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2853,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2856,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2748,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2820,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2862,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2866,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2867,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2868,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2874,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2836,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2847,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2857,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2745,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2747,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2755,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2758,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2759,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2764,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2766,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2767,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2769,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2773,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2774,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2775,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2779,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2780,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2787,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2798,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2804,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2808,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2810,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2811,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2814,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2815,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2817,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2821,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2822,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2823,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2824,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2830,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2751,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2776,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2792,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2812,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2813,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2816,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2818,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2825,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2834,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2835,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2837,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2740,"[China, BeiJing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2827,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2831,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2843,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2841,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2864,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2861,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2860,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2855,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2842,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2826,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
2869,"[China, Beijing] Beijing Institute of Microbiology and Epidemiology State Key Laboratory o ..."
